timestamp,source_file,cluster,time,category,alpha,muon,electron,gamma,other
2025-11-04T14:48:49.968458+00:00,5min_beta_SrY_r0.t3pa,48,0.000000,electron,2,0,15,31,0
2025-11-04T14:48:51.296742+00:00,5min_beta_SrY_r0.t3pa,49,0.000000,gamma,2,0,15,32,0
2025-11-04T14:48:52.489029+00:00,5min_beta_SrY_r0.t3pa,50,0.000000,gamma,2,0,15,33,0
2025-11-04T14:48:52.944928+00:00,5min_beta_SrY_r0.t3pa,51,0.000000,gamma,2,0,15,34,0
2025-11-04T14:48:53.568831+00:00,5min_beta_SrY_r0.t3pa,52,0.000000,electron,2,0,16,34,0
2025-11-04T14:48:54.121030+00:00,5min_beta_SrY_r0.t3pa,53,0.000000,electron,2,0,17,34,0
2025-11-04T14:48:54.640940+00:00,5min_beta_SrY_r0.t3pa,54,0.000000,gamma,2,0,17,35,0
2025-11-04T14:48:55.528843+00:00,5min_beta_SrY_r0.t3pa,55,0.000000,electron,2,0,18,35,0
2025-11-04T14:48:56.089044+00:00,5min_beta_SrY_r0.t3pa,56,0.000000,gamma,2,0,18,36,0
2025-11-04T14:48:56.664738+00:00,5min_beta_SrY_r0.t3pa,57,0.000000,electron,2,0,19,36,0
2025-11-04T14:48:57.208882+00:00,5min_beta_SrY_r0.t3pa,58,0.000000,gamma,2,0,19,37,0
2025-11-04T14:48:57.728909+00:00,5min_beta_SrY_r0.t3pa,59,0.000000,gamma,2,0,19,38,0
2025-11-04T14:48:58.249004+00:00,5min_beta_SrY_r0.t3pa,60,0.000000,gamma,2,0,19,39,0
2025-11-04T14:48:59.601072+00:00,5min_beta_SrY_r0.t3pa,61,0.000000,electron,2,0,20,39,0
2025-11-04T14:49:00.121011+00:00,5min_beta_SrY_r0.t3pa,62,0.000000,gamma,2,0,20,40,0
2025-11-04T14:49:01.328770+00:00,5min_beta_SrY_r0.t3pa,63,0.000000,alpha,3,0,20,40,0
2025-11-04T14:49:02.545018+00:00,5min_beta_SrY_r0.t3pa,64,0.000000,alpha,4,0,20,40,0
2025-11-04T14:49:03.232892+00:00,5min_beta_SrY_r0.t3pa,65,0.000000,electron,4,0,21,40,0
2025-11-04T14:49:04.184965+00:00,5min_beta_SrY_r0.t3pa,66,0.000000,alpha,5,0,21,40,0
2025-11-04T14:49:07.193177+00:00,5min_beta_SrY_r0.t3pa,67,0.000000,other,5,0,21,40,1
2025-11-04T14:49:08.249114+00:00,5min_beta_SrY_r0.t3pa,68,0.000000,electron,5,0,22,40,1
2025-11-04T14:49:11.161410+00:00,5min_beta_SrY_r0.t3pa,69,0.000000,alpha,6,0,22,40,1
2025-11-04T14:49:18.578119+00:00,5min_beta_SrY_r0.t3pa,70,0.000000,gamma,6,0,22,41,1
2025-11-04T14:49:23.753681+00:00,5min_beta_SrY_r0.t3pa,71,0.000000,electron,6,0,23,41,1
2025-11-04T14:49:27.753808+00:00,5min_beta_SrY_r0.t3pa,72,0.000000,gamma,6,0,23,42,1
2025-11-04T14:49:30.689638+00:00,5min_beta_SrY_r0.t3pa,73,0.000000,electron,6,0,24,42,1
2025-11-04T14:49:31.410385+00:00,5min_beta_SrY_r0.t3pa,74,0.000000,gamma,6,0,24,43,1
2025-11-04T14:49:31.939690+00:00,5min_beta_SrY_r0.t3pa,75,0.000000,gamma,6,0,24,44,1
2025-11-04T14:49:36.562634+00:00,5min_beta_SrY_r0.t3pa,76,0.000000,gamma,6,0,24,45,1
2025-11-04T14:49:37.218022+00:00,5min_beta_SrY_r0.t3pa,77,0.000000,gamma,6,0,24,46,1
2025-11-04T14:49:37.746429+00:00,5min_beta_SrY_r0.t3pa,78,0.000000,gamma,6,0,24,47,1
2025-11-04T14:49:38.187000+00:00,5min_beta_SrY_r0.t3pa,79,0.000000,gamma,6,0,24,48,1
2025-11-04T14:49:38.817997+00:00,5min_beta_SrY_r0.t3pa,80,0.000000,electron,6,0,25,48,1
2025-11-04T14:49:39.330801+00:00,5min_beta_SrY_r0.t3pa,81,0.000000,gamma,6,0,25,49,1
2025-11-04T14:49:41.185747+00:00,5min_beta_SrY_r0.t3pa,82,0.000000,electron,6,0,26,49,1
2025-11-04T14:49:41.761892+00:00,5min_beta_SrY_r0.t3pa,83,0.000000,gamma,6,0,26,50,1
2025-11-04T14:49:43.185985+00:00,5min_beta_SrY_r0.t3pa,84,0.000000,alpha,7,0,26,50,1
2025-11-04T14:49:43.921873+00:00,5min_beta_SrY_r0.t3pa,85,0.000000,electron,7,0,27,50,1
2025-11-04T14:50:00.994480+00:00,5min_beta_SrY_r0.t3pa,86,0.000000,gamma,7,0,27,51,1
2025-11-04T14:50:05.194257+00:00,5min_beta_SrY_r0.t3pa,87,0.000000,electron,7,0,28,51,1
2025-11-04T14:50:07.099075+00:00,5min_beta_SrY_r0.t3pa,88,0.000000,gamma,7,0,28,52,1
2025-11-04T14:50:07.730457+00:00,5min_beta_SrY_r0.t3pa,89,0.000000,electron,7,0,29,52,1
2025-11-04T14:50:08.475766+00:00,5min_beta_SrY_r0.t3pa,90,0.000000,gamma,7,0,29,53,1
2025-11-04T14:50:08.955275+00:00,5min_beta_SrY_r0.t3pa,91,0.000000,gamma,7,0,29,54,1
2025-11-04T14:50:10.178624+00:00,5min_beta_SrY_r0.t3pa,92,0.000000,gamma,7,0,29,55,1
2025-11-04T14:50:11.139091+00:00,5min_beta_SrY_r0.t3pa,93,0.000000,gamma,7,0,29,56,1
2025-11-04T14:50:11.892251+00:00,5min_beta_SrY_r0.t3pa,94,0.000000,gamma,7,0,29,57,1
2025-11-04T14:50:17.114730+00:00,5min_beta_SrY_r0.t3pa,95,0.000000,electron,7,0,30,57,1
2025-11-04T14:50:17.698858+00:00,5min_beta_SrY_r0.t3pa,96,0.000000,gamma,7,0,30,58,1
2025-11-04T14:50:18.619454+00:00,5min_beta_SrY_r0.t3pa,97,0.000000,gamma,7,0,30,59,1
2025-11-04T14:50:19.460066+00:00,5min_beta_SrY_r0.t3pa,98,0.000000,gamma,7,0,30,60,1
2025-11-04T14:50:20.371391+00:00,5min_beta_SrY_r0.t3pa,99,0.000000,gamma,7,0,30,61,1
2025-11-04T14:50:30.619012+00:00,5min_beta_SrY_r0.t3pa,100,0.000000,electron,7,0,31,61,1
2025-11-04T14:50:31.875445+00:00,5min_beta_SrY_r0.t3pa,101,0.000000,gamma,7,0,31,62,1
2025-11-04T14:50:32.595757+00:00,5min_beta_SrY_r0.t3pa,102,0.000000,gamma,7,0,31,63,1
2025-11-04T14:50:33.316299+00:00,5min_beta_SrY_r0.t3pa,103,0.000000,gamma,7,0,31,64,1
2025-11-04T14:50:34.162938+00:00,5min_beta_SrY_r0.t3pa,104,0.000000,electron,7,0,32,64,1
2025-11-04T14:50:34.963091+00:00,5min_beta_SrY_r0.t3pa,105,0.000000,electron,7,0,33,64,1
2025-11-04T14:50:35.555211+00:00,5min_beta_SrY_r0.t3pa,106,0.000000,electron,7,0,34,64,1
2025-11-04T14:50:36.234937+00:00,5min_beta_SrY_r0.t3pa,107,0.000000,electron,7,0,35,64,1
2025-11-04T14:50:36.899858+00:00,5min_beta_SrY_r0.t3pa,108,0.000000,gamma,7,0,35,65,1
2025-11-04T14:50:37.435113+00:00,5min_beta_SrY_r0.t3pa,109,0.000000,electron,7,0,36,65,1
2025-11-04T14:50:38.051196+00:00,5min_beta_SrY_r0.t3pa,110,0.000000,electron,7,0,37,65,1
2025-11-04T14:50:38.651280+00:00,5min_beta_SrY_r0.t3pa,111,0.000000,gamma,7,0,37,66,1
2025-11-04T14:50:39.339785+00:00,5min_beta_SrY_r0.t3pa,112,0.000000,gamma,7,0,37,67,1
2025-11-04T14:50:41.180642+00:00,5min_beta_SrY_r0.t3pa,113,0.000000,gamma,7,0,37,68,1
2025-11-04T14:50:41.924143+00:00,5min_beta_SrY_r0.t3pa,114,0.000000,gamma,7,0,37,69,1
2025-11-04T14:50:42.539348+00:00,5min_beta_SrY_r0.t3pa,115,0.000000,electron,7,0,38,69,1
2025-11-04T14:50:43.203392+00:00,5min_beta_SrY_r0.t3pa,116,0.000000,gamma,7,0,38,70,1
2025-11-04T14:50:43.764023+00:00,5min_beta_SrY_r0.t3pa,117,0.000000,gamma,7,0,38,71,1
2025-11-04T14:50:44.300581+00:00,5min_beta_SrY_r0.t3pa,118,0.000000,gamma,7,0,38,72,1
2025-11-04T14:50:44.835986+00:00,5min_beta_SrY_r0.t3pa,119,0.000000,gamma,7,0,38,73,1
2025-11-04T14:50:45.755359+00:00,5min_beta_SrY_r0.t3pa,120,0.000000,gamma,7,0,38,74,1
2025-11-04T14:50:46.396178+00:00,5min_beta_SrY_r0.t3pa,121,0.000000,gamma,7,0,38,75,1
2025-11-04T14:50:46.892584+00:00,5min_beta_SrY_r0.t3pa,122,0.000000,gamma,7,0,38,76,1
2025-11-04T14:50:47.604354+00:00,5min_beta_SrY_r0.t3pa,123,0.000000,gamma,7,0,38,77,1
2025-11-04T14:50:48.099559+00:00,5min_beta_SrY_r0.t3pa,124,0.000000,gamma,7,0,38,78,1
2025-11-04T14:50:58.563633+00:00,5min_beta_SrY_r0.t3pa,125,0.000000,electron,7,0,39,78,1
2025-11-04T14:50:59.139587+00:00,5min_beta_SrY_r0.t3pa,126,0.000000,electron,7,0,40,78,1
2025-11-04T14:50:59.763795+00:00,5min_beta_SrY_r0.t3pa,127,0.000000,electron,7,0,41,78,1
2025-11-04T14:51:00.804462+00:00,5min_beta_SrY_r0.t3pa,128,0.000000,gamma,7,0,41,79,1
2025-11-04T14:51:01.324997+00:00,5min_beta_SrY_r0.t3pa,129,0.000000,gamma,7,0,41,80,1
2025-11-04T14:51:01.796423+00:00,5min_beta_SrY_r0.t3pa,130,0.000000,gamma,7,0,41,81,1
2025-11-04T14:51:02.603805+00:00,5min_beta_SrY_r0.t3pa,131,0.000000,gamma,7,0,41,82,1
2025-11-04T14:51:10.147882+00:00,5min_beta_SrY_r0.t3pa,132,0.000000,electron,7,0,42,82,1
2025-11-04T14:51:12.308873+00:00,5min_beta_SrY_r0.t3pa,133,0.000000,gamma,7,0,42,83,1
2025-11-04T14:51:13.683882+00:00,5min_beta_SrY_r0.t3pa,134,0.000000,electron,7,0,43,83,1
2025-11-04T14:51:14.484016+00:00,5min_beta_SrY_r0.t3pa,135,0.000000,electron,7,0,44,83,1
2025-11-04T14:51:15.077216+00:00,5min_beta_SrY_r0.t3pa,136,0.000000,gamma,7,0,44,84,1
2025-11-04T14:51:15.796970+00:00,5min_beta_SrY_r0.t3pa,137,0.000000,gamma,7,0,44,85,1
2025-11-04T14:51:16.228337+00:00,5min_beta_SrY_r0.t3pa,138,0.000000,gamma,7,0,44,86,1
2025-11-04T14:51:16.556590+00:00,5min_beta_SrY_r0.t3pa,139,0.000000,gamma,7,0,44,87,1
2025-11-04T14:51:17.021266+00:00,5min_beta_SrY_r0.t3pa,140,0.000000,gamma,7,0,44,88,1
2025-11-04T14:51:17.405161+00:00,5min_beta_SrY_r0.t3pa,141,0.000000,gamma,7,0,44,89,1
2025-11-04T14:51:20.588004+00:00,5min_beta_SrY_r0.t3pa,142,0.000000,electron,7,0,45,89,1
2025-11-04T14:51:21.252248+00:00,5min_beta_SrY_r0.t3pa,143,0.000000,gamma,7,0,45,90,1
2025-11-04T14:51:21.924123+00:00,5min_beta_SrY_r0.t3pa,144,0.000000,electron,7,0,46,90,1
2025-11-04T14:51:22.589082+00:00,5min_beta_SrY_r0.t3pa,145,0.000000,gamma,7,0,46,91,1
2025-11-04T14:51:23.724216+00:00,5min_beta_SrY_r0.t3pa,146,0.000000,electron,7,0,47,91,1
2025-11-04T14:51:24.836063+00:00,5min_beta_SrY_r0.t3pa,147,0.000000,alpha,8,0,47,91,1
2025-11-04T14:51:25.669659+00:00,5min_beta_SrY_r0.t3pa,148,0.000000,gamma,8,0,47,92,1
2025-11-04T14:51:27.252266+00:00,5min_beta_SrY_r0.t3pa,149,0.000000,electron,8,0,48,92,1
2025-11-04T14:51:27.804308+00:00,5min_beta_SrY_r0.t3pa,150,0.000000,electron,8,0,49,92,1
2025-11-04T14:51:29.340248+00:00,5min_beta_SrY_r0.t3pa,151,0.000000,alpha,9,0,49,92,1
2025-11-04T14:51:30.421076+00:00,5min_beta_SrY_r0.t3pa,152,0.000000,gamma,9,0,49,93,1
2025-11-04T14:51:31.484528+00:00,5min_beta_SrY_r0.t3pa,153,0.000000,gamma,9,0,49,94,1
2025-11-04T14:51:31.932897+00:00,5min_beta_SrY_r0.t3pa,154,0.000000,gamma,9,0,49,95,1
2025-11-04T14:51:35.812481+00:00,5min_beta_SrY_r0.t3pa,155,0.000000,electron,9,0,50,95,1
2025-11-04T14:51:36.421731+00:00,5min_beta_SrY_r0.t3pa,156,0.000000,gamma,9,0,50,96,1
2025-11-04T14:51:37.084325+00:00,5min_beta_SrY_r0.t3pa,157,0.000000,electron,9,0,51,96,1
2025-11-04T14:51:37.853422+00:00,5min_beta_SrY_r0.t3pa,158,0.000000,gamma,9,0,51,97,1
2025-11-04T14:51:38.500684+00:00,5min_beta_SrY_r0.t3pa,159,0.000000,electron,9,0,52,97,1
2025-11-04T14:51:42.454068+00:00,5min_beta_SrY_r0.t3pa,160,0.000000,gamma,9,0,52,98,1
2025-11-04T14:51:43.013519+00:00,5min_beta_SrY_r0.t3pa,161,0.000000,gamma,9,0,52,99,1
2025-11-04T14:51:44.532542+00:00,5min_beta_SrY_r0.t3pa,162,0.000000,electron,9,0,53,99,1
2025-11-04T14:51:45.092708+00:00,5min_beta_SrY_r0.t3pa,163,0.000000,gamma,9,0,53,100,1
2025-11-04T14:51:45.605353+00:00,5min_beta_SrY_r0.t3pa,164,0.000000,gamma,9,0,53,101,1
2025-11-04T14:51:46.013869+00:00,5min_beta_SrY_r0.t3pa,165,0.000000,gamma,9,0,53,102,1
2025-11-04T14:52:12.253297+00:00,5min_beta_SrY_r0.t3pa,166,0.000000,alpha,10,0,53,102,1
2025-11-04T14:52:15.574318+00:00,5min_beta_SrY_r0.t3pa,167,0.000000,gamma,10,0,53,103,1
2025-11-04T14:52:16.557234+00:00,5min_beta_SrY_r0.t3pa,168,0.000000,alpha,11,0,53,103,1
2025-11-04T14:52:17.293261+00:00,5min_beta_SrY_r0.t3pa,169,0.000000,electron,11,0,54,103,1
2025-11-04T14:52:17.909605+00:00,5min_beta_SrY_r0.t3pa,170,0.000000,gamma,11,0,54,104,1
2025-11-04T14:52:18.869416+00:00,5min_beta_SrY_r0.t3pa,171,0.000000,electron,11,0,55,104,1
2025-11-04T14:52:19.542403+00:00,5min_beta_SrY_r0.t3pa,172,0.000000,gamma,11,0,55,105,1
2025-11-04T14:52:20.694788+00:00,5min_beta_SrY_r0.t3pa,173,0.000000,gamma,11,0,55,106,1
2025-11-04T14:52:21.222314+00:00,5min_beta_SrY_r0.t3pa,174,0.000000,gamma,11,0,55,107,1
2025-11-04T14:52:22.013403+00:00,5min_beta_SrY_r0.t3pa,175,0.000000,electron,11,0,56,107,1
2025-11-04T14:52:22.621551+00:00,5min_beta_SrY_r0.t3pa,176,0.000000,electron,11,0,57,107,1
2025-11-04T14:52:23.349716+00:00,5min_beta_SrY_r0.t3pa,177,0.000000,gamma,11,0,57,108,1
2025-11-04T14:52:23.965427+00:00,5min_beta_SrY_r0.t3pa,178,0.000000,electron,11,0,58,108,1
2025-11-04T14:52:24.686480+00:00,5min_beta_SrY_r0.t3pa,179,0.000000,gamma,11,0,58,109,1
2025-11-04T14:52:25.301562+00:00,5min_beta_SrY_r0.t3pa,180,0.000000,electron,11,0,59,109,1
2025-11-04T14:52:25.806894+00:00,5min_beta_SrY_r0.t3pa,181,0.000000,gamma,11,0,59,110,1
2025-11-04T14:52:26.373603+00:00,5min_beta_SrY_r0.t3pa,182,0.000000,electron,11,0,60,110,1
2025-11-04T14:52:26.782330+00:00,5min_beta_SrY_r0.t3pa,183,0.000000,gamma,11,0,60,111,1
2025-11-04T14:52:28.501743+00:00,5min_beta_SrY_r0.t3pa,184,0.000000,gamma,11,0,60,112,1
2025-11-04T14:52:29.198544+00:00,5min_beta_SrY_r0.t3pa,185,0.000000,gamma,11,0,60,113,1
2025-11-04T14:52:30.078901+00:00,5min_beta_SrY_r0.t3pa,186,0.000000,gamma,11,0,60,114,1
2025-11-04T14:52:33.117641+00:00,5min_beta_SrY_r0.t3pa,187,0.000000,electron,11,0,61,114,1
2025-11-04T14:52:33.789864+00:00,5min_beta_SrY_r0.t3pa,188,0.000000,gamma,11,0,61,115,1
2025-11-04T14:52:34.462384+00:00,5min_beta_SrY_r0.t3pa,189,0.000000,gamma,11,0,61,116,1
2025-11-04T14:52:35.413665+00:00,5min_beta_SrY_r0.t3pa,190,0.000000,electron,11,0,62,116,1
2025-11-04T14:52:36.069952+00:00,5min_beta_SrY_r0.t3pa,191,0.000000,electron,11,0,63,116,1
2025-11-04T14:52:37.479375+00:00,5min_beta_SrY_r0.t3pa,192,0.000000,gamma,11,0,63,117,1
2025-11-04T14:52:38.149914+00:00,5min_beta_SrY_r0.t3pa,193,0.000000,electron,11,0,64,117,1
2025-11-04T14:52:38.622900+00:00,5min_beta_SrY_r0.t3pa,194,0.000000,gamma,11,0,64,118,1
2025-11-04T14:52:39.037947+00:00,5min_beta_SrY_r0.t3pa,195,0.000000,gamma,11,0,64,119,1
2025-11-04T14:52:39.462638+00:00,5min_beta_SrY_r0.t3pa,196,0.000000,gamma,11,0,64,120,1
2025-11-04T14:52:39.919521+00:00,5min_beta_SrY_r0.t3pa,197,0.000000,gamma,11,0,64,121,1
2025-11-04T14:52:40.502595+00:00,5min_beta_SrY_r0.t3pa,198,0.000000,gamma,11,0,64,122,1
2025-11-04T14:52:41.302127+00:00,5min_beta_SrY_r0.t3pa,199,0.000000,gamma,11,0,64,123,1
2025-11-04T14:52:41.798788+00:00,5min_beta_SrY_r0.t3pa,200,0.000000,gamma,11,0,64,124,1
2025-11-04T14:52:46.607417+00:00,5min_beta_SrY_r0.t3pa,201,0.000000,gamma,11,0,64,125,1
2025-11-04T14:52:47.351059+00:00,5min_beta_SrY_r0.t3pa,202,0.000000,gamma,11,0,64,126,1
2025-11-04T14:52:48.710318+00:00,5min_beta_SrY_r0.t3pa,203,0.000000,electron,11,0,65,126,1
2025-11-04T14:52:49.526510+00:00,5min_beta_SrY_r0.t3pa,204,0.000000,electron,11,0,66,126,1
2025-11-04T14:52:50.702203+00:00,5min_beta_SrY_r0.t3pa,205,0.000000,gamma,11,0,66,127,1
2025-11-04T14:52:51.206963+00:00,5min_beta_SrY_r0.t3pa,206,0.000000,gamma,11,0,66,128,1
2025-11-04T14:52:51.879791+00:00,5min_beta_SrY_r0.t3pa,207,0.000000,gamma,11,0,66,129,1
2025-11-04T14:52:52.399122+00:00,5min_beta_SrY_r0.t3pa,208,0.000000,gamma,11,0,66,130,1
2025-11-04T14:52:52.902318+00:00,5min_beta_SrY_r0.t3pa,209,0.000000,gamma,11,0,66,131,1
2025-11-04T14:52:53.534929+00:00,5min_beta_SrY_r0.t3pa,210,0.000000,gamma,11,0,66,132,1
2025-11-04T14:52:54.023532+00:00,5min_beta_SrY_r0.t3pa,211,0.000000,gamma,11,0,66,133,1
2025-11-04T14:52:54.607219+00:00,5min_beta_SrY_r0.t3pa,212,0.000000,gamma,11,0,66,134,1
2025-11-04T14:52:55.334192+00:00,5min_beta_SrY_r0.t3pa,213,0.000000,electron,11,0,67,134,1
